quadgram,PMI
"('beta', 'superfamily,23S', 'rRNA-intervening', 'sequence')",36.69083454789789
"('Branched-chain', 'amino', 'acid', 'aminotransferase')",36.682088505433086
"('recombination,2Fe-2S', 'iron-sulfur', 'cluster', 'binding')",36.661372528392974
"('CRISPR', 'clusters', 'contain', 'sequences')",36.635263288591176
"('pir', 'D82035', 'ParB', 'family')",36.62907557118224
"('PFAM', '6-pyruvoyl', 'tetrahydropterin', 'synthase')",36.62373053814957
"('Sugar', 'fermentation', 'stimulation', 'protein')",36.618705097898484
"('complex', 'heterocyclic', 'radical-mediated', 'conversion')",36.614402239301654
"('COG2204', 'Response', 'regulator', 'containing')",36.61183852626799
"('COG2197', 'Response', 'regulator', 'containing')",36.611838526267974
"('COG3437', 'Response', 'regulator', 'containing')",36.611838526267974
"('COG4753', 'Response', 'regulator', 'containing')",36.611838526267974
"('GTP-dependent', 'ribosomal', 'translocation', 'step')",36.595313485155515
"('MobA-like', 'NTP', 'transferase', 'domain')",36.59009322723297
"('disulfide', 'oxidoreductase', 'activity,4Fe-4S', 'iron')",36.58969990797184
"('Transcription', 'termination', 'factor', 'nusG')",36.571734304452846
"('Transcription', 'termination', 'factor', 'nusG,3')",36.571734304452846
"('universal', 'ribosomal', 'protein', 'uS2')",36.55876255744219
"('Regulates', 'arginine', 'biosynthesis', 'genes')",36.54650395868529
"('extracellular', 'polysaccharide', 'biosynthetic', 'process')",36.532909850392784
"('Pyridoxamine', ""5'-phosphate"", 'oxidase', 'like')",36.51675661529124
"('PFAM', 'SNARE', 'associated', 'Golgi')",36.506047517888405
"('cluster', 'synthesis', 'onto', 'IscU')",36.49035328902763
"('protein,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.489853342265675
"('Transcriptional', 'regulator,4Fe-4S', 'single', 'cluster')",36.47756932720239
"('Low-affinity', 'potassium', 'transport', 'system')",36.471404520095646
"('TRAP', 'C4-dicarboxylate', 'transport', 'system')",36.471404520095646
"('Preprotein', 'translocase', 'subunit', 'SecB')",36.466959915650776
"('yield', 'small', 'peptide', 'fragments')",36.460523638509855
"('multi-copper', 'enzyme', 'maturation', 'permease')",36.450869722816705
"('Lactose/Cellobiose', 'specific', 'IIB', 'subunit')",36.4442398391507
"('RecA-mediated', 'strand', 'transfer', 'reactions')",36.42641449045645
"('form', 'Mo-', 'molybdopterin', 'guanine')",36.42030178449394
"('Probably', 'stimulates', 'Z-ring', 'formation')",36.41793355970536
"('damaged', 'DNA,23S', 'rRNA-intervening', 'sequence')",36.387689928689944
"('promote', 'strand', 'exchange', 'reactions')",36.38532531118757
"('hydrogenase', 'maturation', 'rSAM', 'protein')",36.355670692064685
"('Peptidoglycan', 'domain,23S', 'rRNA-intervening', 'sequence')",36.34753280221796
"('domain,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.33785024882063
"('proteins,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.33785024882062
"('8.87,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.337850248820615
"('X,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.337850248820615
"('protease,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.337850248820615
"('transporter,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.337850248820615
"('ATP', 'renatures', 'cruciform', 'structure')",36.3355178692579
"('germination', 'protein,4Fe-4S', 'iron', 'sulfur')",36.315823942490624
"('wall', 'biogenesis,2-oxoacid', 'acceptor', 'oxidoreductase')",36.29967498825974
"('Leucine', 'Rich', 'Repeat', 'protein')",36.2845875940032
"('Preprotein', 'translocase', 'SecG', 'subunit')",36.244567494314325
"('Glycoside', 'Hydrolase', 'Family', '25-like')",36.24390734204986
"('ABC', 'transporter,23S', 'rRNA-intervening', 'sequence')",36.24385415611629
"('COG0226', 'ABC-type', 'phosphate', 'transport')",36.239538132355534
"('RNA-', 'DNA', 'hybrids,3-deoxy-D-manno-octulosonate', '8-phosphate')",36.207632796083836
"('Probably', 'facilitates', 'sialidase-negative', 'bacteria')",36.18441221826359
"('NAD', 'dependent', 'epimerase', 'dehydratase')",36.17028414693955
"('family,4Fe-4S', 'iron', 'sulfur', 'cluster')",36.167925247378314
"('metal', 'ion', 'regulated', 'sequence-specific')",36.16103183370136
"('peptide', 'chain', 'termination', 'codons')",36.15968903170035
"('Phe', 'Val', 'dehydrogenases', 'family')",36.12428341914507
"('Heptaprenyl', 'diphosphate', 'synthase', 'component')",36.09622659336968
"('ABC', 'transporter', 'transmembrane', 'region,4Fe-4S')",36.074534432082494
"('PFAM', 'copper', 'amine', 'oxidase')",36.0612626752155
"('Glycosyltransferase', 'sugar-binding', 'region', 'containing')",36.04220726153872
"('Helix-turn-helix', ""domain,2'-deoxycytidine"", ""5'-triphosphate"", 'deaminase')",36.02263227848778
"('transcription', 'elongation', 'past', 'template-encoded')",36.010019281875586
"('This', 'enzyme', 'utilizes', 'acyl-phosphate')",36.00880688640643
"('CheY-like', 'receiver', 'AAA-type', 'ATPase')",36.00401660032044
"('COG', 'COG3385', 'FOG', 'Transposase')",35.997284643048644
"('PFAM', 'TRAP', 'C4-dicarboxylate', 'transport')",35.98667335879482
"('lactococcus', 'lactis', 'phage', 'r1t')",35.977436001217114
"('COGs', 'COG0389', 'Nucleotidyltransferase', 'DNA')",35.96947305888907
"('class-II', 'pyridoxal-phosphate-dependent', 'aminotransferase', 'family')",35.96816421722778
"('tricarboxylate', 'transporter', 'TctA', 'family')",35.965084824295815
"('virion', 'morphogenesis', 'family,23S', 'rRNA-intervening')",35.93542059499309
"('catalyzes', 'slow', 'GTP', 'hydrolysis')",35.91807674245915
"('symporter', 'family,4Fe-4S', 'iron', 'sulfur')",35.892612511766075
"('outer', 'membrane', 'autotransporter', 'barrel')",35.88752245988137
"('COG', 'COG0265', 'Trypsin-like', 'serine')",35.88180742562871
"(',4Fe-4S', 'iron', 'sulfur', 'cluster')",35.87841863018333
"('LPXTG-motif', 'cell', 'wall', 'anchor')",35.87736517834267
"('amino', 'acid', 'residues', 'except')",35.864952562582886
"(',COG', 'NOG34759', 'non', 'supervised')",35.85525341199886
"('Collagen', 'triple', 'helix', 'repeat')",35.85369116781359
"('Six-Cys-in-45', 'modification', 'radical', 'SAM')",35.84076492227257
"('six-Cys-in-45', 'modification', 'radical', 'SAM')",35.84076492227257
"('sliding', 'clamp', 'ring', 'around')",35.83614089574712
"('PFAM', 'Transposase', 'IS116', 'IS110')",35.82797561277576
"('50S', 'ribosomal', 'subunit', 'IF-1')",35.82533000650619
"('mannose/fructose/sorbose', 'family', 'IID', 'component')",35.80786180056425
"('PFAM', 'transposase', 'IS116', 'IS110')",35.79235170304504
"('1,4-beta-cellobiosidase', 'activity,23S', 'rRNA-intervening', 'sequence')",35.78729738739918
"('reversible', 'NADPH', 'linked', 'reduction')",35.78597320645181
"('This', 'phosphorylation', 'may', 'enable')",35.766094480690384
"('Alcohol', 'dehydrogenase', 'GroES-like', 'domain')",35.75720321306823
"('subunit,4Fe-4S', 'iron', 'sulfur', 'cluster')",35.75288774809947
"('COG4570', 'Holliday', 'junction', 'resolvase,3D')",35.747354276899244
"('HOMOLOGY', 'BIO14.03', 'Phage', 'related')",35.73358474047674
"('coa-acyl', 'carrier', 'protein', 'transacylase')",35.73236187969405
"('phosphosulfate', 'reductase,4Fe-4S', 'iron', 'sulfur')",35.72117888837212
"('Division', 'inhibition', 'protein', 'dicB')",35.718240771449395
"('SPTR', 'ArsR-family', 'transcription', 'regulator')",35.71398896272929
"('pentaerythritol', 'trinitrate', 'reductase', 'activity')",35.685351026550414
"('ParB', 'family,4Fe-4S', 'single', 'cluster')",35.68315346085228
"('primary', 'fatty', 'acyl', 'moiety')",35.671030427529296
"('L-serine', 'dehydratase', 'alpha', 'chain')",35.6679810100393
"('The', 'overall', 'synthetic', 'reaction')",35.667934878120136
"('lysogenization', 'protein', 'hflD', 'homolog')",35.64517730925968
"('bleomycin', 'resistance', 'protein', 'dioxygenase')",35.645177309259665
"('RNA-DNA', 'hybrid', 'ribonuclease', 'activity')",35.6440413965408
"('activity', 'toward', 'beta-hydroxyamino', 'acids')",35.584482198700826
"('protease', 'subunits', 'stomatin', 'prohibitin')",35.56696408556971
"('chondroitin', 'disaccharide', 'hydrolase', 'activity')",35.555750480157506
"('Pyocin', 'activator', 'protein', 'PrtN')",35.554574760478765
"('The', 'resulting', 'D-ribose-5-', 'phosphate')",35.5512348156447
"('amino', 'acid', 'cation', 'symporter')",35.51369097373736
"('growing', 'fatty', 'acid', 'chain')",35.49732990352821
"('COG', 'COG0463', 'Glycosyltransferases', 'involved')",35.49584549788977
"('Rhs', 'element', 'vgr', ""protein,5'-3"")",35.492922802005424
"('replicative', 'helicase', 'DnaB', 'onto')",35.48234337183766
"('ABC-type', 'branched-chain', 'amino', 'acid')",35.479459338918055
"('RNaseH-like', 'domain,23S', 'rRNA-intervening', 'sequence')",35.462302989464035
"('COG', 'COG1879', 'ABC-type', 'sugar')",35.46123174280843
"('AhpC', 'active', 'site', 'cysteine')",35.454689716531576
"('GP11', 'baseplate', 'wedge', 'protein')",35.445868501036266
"('COG', 'COG0834', 'ABC-type', 'amino')",35.43475953144724
"('holo-form', 'probably', 'binds', 'DNA')",35.42498962752298
"('ABC-type', 'spermidine', 'putrescine', 'transport')",35.42457002618806
"('This', 'enzyme', 'utilizes', 'acyl-ACP')",35.42384438568527
"('Peptidase', 'M15,4Fe-4S', 'single', 'cluster')",35.420480134995564
"('Peptidase', 'S24-like,4Fe-4S', 'single', 'cluster')",35.420480134995564
"('resistance', 'protein,23S', 'rRNA-intervening', 'sequence')",35.417073735471035
"('aminoacylated', 'tmRNA', 'acts', 'like')",35.3938998675057
"('T=13', 'icosahedral', 'viral', 'capsid')",35.392720064639455
"('T=7', 'icosahedral', 'viral', 'capsid')",35.392720064639455
"('biosynthetic', 'process', 'via', 'aminoadipic')",35.35518647839007
"('RagB', 'outer', 'membrane', 'lipoprotein')",35.3519933189647
"('score,4Fe-4S', 'iron', 'sulfur', 'cluster')",35.33785024882062
"('activity,4Fe-4S', 'iron', 'sulfur', 'cluster')",35.337850248820615
"('tRNA', 'synthetase', 'second', 'additional')",35.33464569994923
"('COG', 'COG0791', 'Cell', 'wall-associated')",35.31088787328507
"('PTS', 'system', 'sorbose', 'subfamily')",35.28590671473288
"('two', 'additional', 'distinct', 'editing')",35.262733711039445
"('handed', 'beta', 'helix', 'region')",35.250599003565846
"('kinase', 'homologues.,23S', 'rRNA-intervening', 'sequence')",35.24385415611629
"('enoyl-CoA', 'hydratase', 'isomerase', 'family')",35.23675814840348
"('Von', 'Willebrand', 'factor', 'type')",35.219432560521966
"('two-component', 'regulatory', 'system', 'BaeS')",35.212336449046866
"('membrane-bound', 'lytic', 'murein', 'transglycosylase')",35.20908735652892
"('related', 'domain,4Fe-4S', 'iron', 'sulfur')",35.20034672507069
"('serine', 'protease,4Fe-4S', 'single', 'cluster')",35.192167108340136
"('70S', 'translation', 'initation', 'complex')",35.187437465411996
"('may', 'promote', 'strand', 'exchange')",35.18131141916598
"('DnaJ', 'molecular', 'chaperone', 'homology')",35.175508405231945
"('Recombinase', 'zinc', 'beta', 'ribbon')",35.1731312060487
"('Baseplate', 'hub', 'distal', 'subunit')",35.155318850151644
"('transmembrane', 'signaling', 'receptor', 'activity')",35.15090874798455
"('NDP', 'beta', 'phosphate', 'via')",35.144811736443074
"('regulatory', 'system', 'DpiA', 'DpiB')",35.13833586760309
"('UvrB', 'probes', 'one', 'DNA')",35.122743898497326
"('transports', 'large', 'folded', 'proteins')",35.120542990304045
"('Thiamin', 'Synthesis', 'associated', 'domain')",35.0982401309033
"('carbohydrate', 'active-transport', 'system', 'catalyzes')",35.09386104029011
"('1,4-beta-cellobiosidase', 'activity,4Fe-4S', 'single', 'cluster')",35.09290547696706
"('oxidoreductase', 'activity,4Fe-4S', 'iron', 'sulfur')",35.08719956744265
"('translation', 'complex', 'induces', 'mRNA')",35.08669249167219
"('orthologous', 'group,4Fe-4S', 'iron', 'sulfur')",35.07481584298683
"('serine', 'protease,4Fe-4S', 'iron', 'sulfur')",35.07481584298683
"('The', 'b-c1', 'complex', 'mediates')",35.074665814043485
"('Colicin', 'pore', 'forming', 'domain')",35.069670978706526
"('system', 'mannose/fructose/sorbose', 'family', 'IID')",35.042489327981414
"('LytC', 'amidase', 'family', 'K01448')",35.039247315289266
"('beta', 'sliding', 'clamp', 'ring')",35.01797921873293
"('Hep', 'Hag', 'repeat', 'protein,4Fe-4S')",34.99759033116101
"('ABC-type', 'polar', 'amino', 'acid')",34.99403251174782
"('COG3344', 'Retron-type', 'reverse', 'transcriptase')",34.981297731849736
"('RHS', 'repeat-associated', 'core', 'domain')",34.980545088233555
"('PFAM', 'Peptidase', 'S24', 'S26A')",34.97733729803637
"('DNA', 'hybrids,3-deoxy-D-manno-octulosonate', '8-phosphate', 'phosphatase')",34.970899351680366
"('Peptide', 'chain', 'release', 'factor')",34.96906980199823
"('carrier', 'protein,4Fe-4S', 'single', 'cluster')",34.96186948891834
"('component', 'photorepair', 'protein', 'PhrA')",34.95436017589735
"('Two-component-system', 'connector', 'protein', 'YcgZ')",34.95160431060685
"('Two-component-system', 'connector', 'protein', 'AriR')",34.95160431060685
"('Phosphate', 'starvation-inducible', 'protein', 'PhoH')",34.94885369959081
"('Catalytic', 'beta', 'propeller', 'domain')",34.93904153605405
"('Conjugative', 'transposon', 'TraK', 'protein')",34.92974487664311
"('Conjugative', 'transposon', 'protein', 'TraO')",34.929744876643106
"('YjcQ', 'protein,23S', 'rRNA-intervening', 'sequence')",34.92403372419092
"('Biofilm', 'PGA', 'synthesis', 'protein')",34.91624903415888
"('PGA', 'synthesis', 'protein', 'PgaD')",34.91624903415888
"('acid', 'binding,4Fe-4S', 'single', 'cluster')",34.902660491145156
"('extracellular', 'polysaccharide', 'metabolic', 'process')",34.86914578196403
"('KaiABC', 'complex', 'may', 'act')",34.84907299041653
"('Phosphonate', 'ABC', 'transporter', 'ATP-binding')",34.84776357023547
"('circular', 'dsDNA', 'target', 'complementary')",34.84578596972824
"('-methyltransferase', 'family,2-oxoacid', 'acceptor', 'oxidoreductase')",34.82394155729334
"('future', 'cell', 'division', 'site')",34.81763445378343
"('unsaturated', 'glucuronyl', 'hydrolase', 'involved')",34.81370392846809
"('additional', 'distinct', 'editing', 'activities')",34.77484564635293
"('Fe-S', 'cluster', 'synthesis', 'onto')",34.77414625502823
"('damage', 'recognition', 'complex', 'composed')",34.76424538247137
"('Virus', 'attachment', 'protein', 'p12')",34.75620862164841
"('typically', 'periplasmic', 'contain', 'C-terminal')",34.75063265305693
"('glycerate', 'kinase', 'type-1', 'family')",34.74049685385066
"('phage', 'phi-C31', 'gp36', 'major')",34.7044175068107
"('synthase', 'beta', 'chain', 'K06001')",34.703252534540766
"('Recruits', 'intracellular', 'free', 'iron')",34.702923497749545
"('envelope-like', 'function', 'transcriptional', 'attenuator')",34.70203480883852
"('TIGRFAM', 'Anaerobic', 'ribonucleoside-triphosphate', 'reductase,5')",34.69574384099585
"('The', 'nucleophile', 'active', 'site')",34.69061889220278
"('Phosphate', 'starvation', 'protein', 'PhoH')",34.68581929375702
"('Putative', 'small', 'multi-drug', 'export')",34.673569908511965
"('Stem', 'cell', 'self-renewal', 'protein')",34.654110434029676
"('cell', 'proliferation', 'coordinating', 'protein')",34.654110434029676
"('cell', 'self-renewal', 'protein', 'Piwi')",34.654110434029676
"('proton', 'acceptor', 'active', 'site')",34.64733479447398
"('Glyoxalase', 'bleomycin', 'resistance', 'protein')",34.645177309259665
"('KWG', 'Leptospira', 'repeat', 'protein')",34.640731404228475
"('single-strand', 'break', 'via', 'transesterification')",34.63912487879097
"('COG0330', 'Membrane', 'protease', 'subunits')",34.61943150546384
"('Membrane', 'protease', 'subunits', 'stomatin')",34.61943150546384
"('acid', 'transport', 'signal', 'transduction')",34.615719695817354
"('bacterial', 'defense', 'system', 'toward')",34.6048875255699
"('RecBC', 'greatly', 'stimulates', 'nuclease')",34.59271091563412
"('mercury', 'ion', 'transmembrane', 'transporter')",34.57079572663531
"('Leucine', 'rich', 'repeat', ""protein,5'-3"")",34.561510416320274
"('short', 'RNA', 'molecules', 'used')",34.559287623654185
"('CopG', 'family', 'transcripitonal', 'regulator')",34.543908187919556
"('DNA', 'recombination,2Fe-2S', 'iron-sulfur', 'cluster')",34.53778139777617
"('inner', 'membrane', 'transporter', 'YedA')",34.53555632241998
"('GerA', 'spore', 'germination', 'protein')",34.525595693507
"('Lantibiotic', 'protection', 'ABC', 'transporter')",34.52059882698197
"('Cleaves', 'mobile', 'four-strand', 'junctions')",34.4946661204783
"('multiple', 'antibiotic', 'resistance', 'protein')",34.47525230781736
"('COG', 'COG3344', 'Retron-type', 'reverse')",34.47337425200844
"('activating', 'protein,4Fe-4S', 'single', 'cluster')",34.466342071779124
"('COG', 'COG1653', 'ABC-type', 'sugar')",34.46123174280844
"('division', 'protein', 'FtsI', 'penicillin-binding')",34.44586850103627
"('COG1360', 'Flagellar', 'motor', 'protein')",34.430438460466654
"('This', 'major', 'carbohydrate', 'active-transport')",34.43032489853039
"('nucleic', 'acid', 'binding,4Fe-4S', 'single')",34.41723366397491
"('Glycosyl', 'hydrolase', '108,4', 'iron')",34.416773463079636
"('tail', 'fibre', 'adhesin', 'Gp38')",34.40799361387094
"('periplasmic', 'contain', 'C-terminal', 'PDZ')",34.38806257367222
"('chromosome', 'segregation,4Fe-4S', 'single', 'cluster')",34.38217230440983
"('extend', 'heteroduplex', 'DNA', 'faster')",34.38166219585889
"('termination', 'antitermination', 'factor', 'NusG')",34.378130306541024
"('Mannitol', 'dehydrogenase', 'Rossmann', 'domain')",34.342165713789385
"('Class', 'III', 'signal', 'peptide')",34.34053620731745
"('Tellurite', 'resistance', 'protein', 'TehB')",34.32324921437231
"('dehydrogenase', 'family,4Fe-4S', 'single', 'cluster')",34.32275121815028
"('unsaturated', 'fatty', 'acids', 'biosynthesis')",34.29366334621651
"('two', 'additional', 'distinct', 'tRNA')",34.28088105774972
"('DNA-binding', 'domain,2-oxoacid', 'acceptor', 'oxidoreductase')",34.263501375706255
"('metal', 'cation', 'uptake', 'system')",34.25237111084912
"('hydrogen', 'coupled', 'transport', 'system')",34.2490120987592
"('alginic', 'acid', 'biosynthetic', 'process')",34.24516369106223
"('maltose', 'regulon', 'repressor', 'activities')",34.234136383681495
"('protein', 'substrates', 'subsequently', 'hydrolyzed')",34.220155721408204
"('ParB-like', 'nuclease', 'domain,2-hydroxyglutaryl-CoA', 'dehydratase')",34.21329732608601
"('two-component', 'regulatory', 'system', 'DpiA')",34.21233644904687
"('enzyme', '1,23S', 'rRNA-intervening', 'sequence')",34.202334886678024
"('morphogenesis', 'family,23S', 'rRNA-intervening', 'sequence')",34.19977918177427
"('low', 'D-mannonate', 'dehydratase', 'activity')",34.19453568038481
"('Spy0128-like', 'isopeptide', 'containing', 'domain')",34.187507469000394
"('VWA', 'domain', 'containing', 'CoxE-like')",34.18750746900038
"('COG4397', 'Mu-like', 'prophage', 'major')",34.16894910966959
"('HPr', 'component', 'phosphorylation', 'site')",34.158083023935205
"('forming', 'two', 'phosphate', 'ions')",34.13135375325891
"('FtsK', 'SpoIIIE', 'SftA', 'family')",34.12342492757502
"('protein-associated', 'redox', 'disulfide', 'domain')",34.11273970059841
"('Hag', 'repeat', 'protein,4Fe-4S', 'single')",34.11124711295657
"('cellulose', '1,4-beta-cellobiosidase', 'activity,4Fe-4S', 'single')",34.0781839712603
"('cleaves', 'nascent', 'peptidoglycan', 'strands')",34.06561280275645
"('Putative', 'tranposon-transfer', 'assisting', 'protein')",34.064674456729215
"('Phosphoadenosine', 'phosphosulfate', 'reductase,4Fe-4S', 'iron')",34.061059028082234
"('ABC-type', 'multidrug', 'transport', 'system')",34.060882501939304
"('C5-methyltransferase', 'family,23S', 'rRNA-intervening', 'sequence')",34.05417385952737
"('Tfp', 'pilus', 'assembly', 'pathway')",34.03289355308546
"('Intron', 'encoded', 'nuclease', 'repeat')",34.02587026678706
"('Tellurite', 'resistance', 'protein', 'TerB')",34.023688932513394
"('Serine', 'dehydratase', 'alpha', 'chain')",34.01590431345961
"('calcium', 'ion', 'binding', 'calmodulin-dependent')",34.01485535715518
"('Binding-protein-dependent', 'transport', 'system', 'inner')",34.01197290145835
"('Processes', '30S', 'rRNA', 'precursor')",34.00796086823058
"('Carbamoyl-phosphate', 'synthetase', 'ammonia', 'chain')",34.00785594910183
"('Fimbrillin-A', 'associated', 'anchor', 'proteins')",34.007201517228104
"('associated', 'anchor', 'proteins', 'Mfa1')",34.007201517228104
"('reversible', 'phosphatidyl', 'group', 'transfer')",33.99732698264867
"('COG', 'COG1961', 'Site-specific', 'recombinases')",33.9742536743933
"('SbcCD', 'cleaves', 'DNA', 'hairpin')",33.96876044092403
"('glycosylase', '8-oxoguanine', 'DNA', 'glycosylase')",33.96876044092403
"('NTF2', 'fold', 'immunity', 'protein')",33.96821902445774
"('Mur', 'ligase', 'middle', 'domain')",33.960736607153365
"('ribonucleotide', 'reductase', 'nrd', 'genes')",33.95289052369019
"('FPP', 'GGPP', 'synthase', 'family')",33.94978568791292
"('PFAM', 'Manganese', 'containing', 'catalase')",33.935517122341736
"('CAAX', 'prenyl', 'protease', 'N-terminal')",33.91811231937206
"('complex', 'mediates', 'electron', 'transfer')",33.91208278794234
"('Aromatic', 'amino', 'acid', 'transport')",33.91117557934352
"('region', 'containing', 'DXD', 'motif')",33.90202960349046
"('membrane', 'assembly', 'lipoprotein', 'YfiO')",33.90084552627658
"('prohead', 'serine', 'protease,4Fe-4S', 'single')",33.898630614108995
"('COG', 'COG0507', 'ATP-dependent', 'exoDNAse')",33.86960551180627
"('penultimate', 'amino', 'acid', 'residues')",33.864952562582886
"('This', 'ensures', 'cell', 'division')",33.863245050303725
"('sporulation', 'transcriptional', 'regulator', 'SpoIIID')",33.85219367484825
"('transport', 'systems', 'permease', 'components')",33.850448732431005
"('flp', 'pilus', 'assembly', 'ATPase')",33.83968059674923
"('pilus', 'assembly', 'ATPase', 'CpaF')",33.83968059674923
"('This', 'enzymatic', 'reaction', 'provides')",33.8377454571457
"('large', 'subunit,23S', 'rRNA-intervening', 'sequence')",33.83409159887812
"('score', '8.87,37-kD', 'nucleoid-associated', 'bacterial')",33.831190173631676
"('cell', 'wall', 'biogenesis,2-oxoacid', 'acceptor')",33.826739105272694
"('Response', 'regulator', 'containing', 'CheY-like')",33.80448360421038
"('PFAM', 'NAD-dependent', 'epimerase', 'dehydratase')",33.7864989767996
"('The', 'membrane-spanning', 'regulatory', 'substrate')",33.77627075673627
"('score', '8.87,6-pyruvoyl', 'tetrahydropterin', 'synthase')",33.72708177029094
"('prohead', 'serine', 'protease,4Fe-4S', 'iron')",33.720843494893714
"('ExbB', 'proton', 'channel', 'family')",33.70025713663897
"('30S', 'rRNA', 'precursor', 'transcript')",33.68603277334322
"('assembled', '30S', 'ribosomal', 'subunit')",33.68237205266416
"('small', 'subunit,4Fe-4S', 'iron', 'sulfur')",33.67546944142745
"('Terminase', 'RNaseH-like', 'domain,23S', 'rRNA-intervening')",33.668066159740775
"('NADH', 'ubiquinone', 'oxidoreductase', 'subunit')",33.65664817191451
"('Branched-chain', 'amino', 'acid', 'ATP-binding')",33.65561629407188
"('Large', 'extracellular', 'alpha-helical', 'protein')",33.6501953840263
"('TIGRFAM', 'TRAP', 'transporter', 'solute')",33.64833741675868
"('regulatory', 'protein', 'AtoC', 'K07714')",33.640731404228475
"('PFAM', 'nitrogen-fixing', 'NifU', 'domain')",33.63125055198974
"('Universal', 'bacterial', 'protein', 'YeaZ')",33.615429965865616
"('Exopolysaccharide', 'biosynthesis', 'protein', 'YbjH')",33.59270988936554
"('pyridine', 'nucleotide-disulfide', 'oxidoreductase', 'family')",33.58823051890485
"('competence', 'protein', 'COMEC,23S', 'rRNA-intervening')",33.5862836202061
"('Pyrimidine', 'dimer', 'DNA', 'glycosylase')",33.57797048789186
"('prophage', 'protein', 'Bartonella', 'henselae')",33.57563637600659
"('T/G', 'mismatch-specific', 'endonuclease', 'activity')",33.57441234008324
"('like', 'proteins,23S', 'rRNA-intervening', 'sequence')",33.557251393519294
"('inner', 'membrane-associated', 'putative', 'hydrolase')",33.55705313942514
"('von', 'Willebrand', 'factor', 'type')",33.541360655409335
"('tRNA', 'wobble', 'uridine', 'modification')",33.5380652494858
"('transposase', 'activity,4Fe-4S', 'single', 'cluster')",33.53505482186314
"('bacteriophage', 'base', 'plate', 'protein')",33.50813648437223
"('major', 'carbohydrate', 'active-transport', 'system')",33.501564029410275
"('Ferredoxin', 'thioredoxin', 'reductase', 'catalytic')",33.49618603187784
"('recombinase', 'activity,4Fe-4S', 'iron', 'sulfur')",33.489853342265675
"('NADPH-dependent', 'glutamate', 'synthase', 'beta')",33.48589570310162
"('COG', 'COG0845', 'Membrane-fusion', 'protein')",33.45852807300773
"('Nucleotidyl', 'transferase', 'AbiEii', 'toxin')",33.45799378886562
"('PcfJ-like', 'protein,23S', 'rRNA-intervening', 'sequence')",33.457715719968384
"('dehydrogenase', 'acetyl-CoA', 'synthase', 'delta')",33.441560903865735
"('Acetyl-CoA', 'hydrolase/transferase', 'C-terminal', 'domain')",33.438315572500926
"('DNA-templated', 'transcriptional', 'preinitiation', 'complex')",33.430901168736625
"('COG4570', 'Holliday', 'junction', 'resolvase')",33.41643739878462
"('molecular', 'weight', 'phosphotyrosine', 'protein')",33.40948806530977
"('acid', 'carrier', 'protein,4Fe-4S', 'single')",33.40932846588956
"('70S', 'ribosome', 'quality', 'control')",33.398790983993095
"('also', 'requires', 'integration', 'host')",33.39528833945499
"('COG0739', 'Membrane', 'proteins', 'related')",33.39165069667353
"('free', 'ribosomal', '30S', 'subunits')",33.37511951648092
"('MacB-like', 'periplasmic', 'core', 'domain')",33.34311516761826
"('Phage', 'conjugal', 'plasmid', 'C-4')",33.33073665020581
"('recombinase', 'family,4Fe-4S', 'iron', 'sulfur')",33.31992834082335
"('simple', 'sugar', 'transport', 'system')",33.30147951865334
"('like', 'proteins,4Fe-4S', 'single', 'cluster')",33.27789698236602
"('Uncharacterised', 'nucleotidyltransferase,5-formyltetrahydrofolate', 'cyclo-ligase', 'family')",33.27580950976187
"('Integral', 'membrane', 'protein', 'TerC')",33.252859886480906
"('bacterial', 'ribonucleotide', 'reductase', 'nrd')",33.245071275183506
"('GDP-mannose', 'mannosyl', 'hydrolase', 'activity')",33.233822385270145
"('COG', 'COG0768', 'Cell', 'division')",33.231160680814334
"('COG', 'COG3437', 'Response', 'regulator')",33.22489063953021
"('T4-like', 'phage', 'nuclear', 'disruption')",33.22080337359483
"('Sulfatase-modifying', 'factor', 'enzyme', ""1,5'-3"")",33.218097349838146
"('Sulfatase-modifying', 'factor', 'enzyme', '1,3D')",33.218097349838146
"('Sulfatase-modifying', 'factor', 'enzyme', '1,23S')",33.218097349838146
"('replication', 'protein', 'O,4.5', 'Transposon')",33.216015991047286
"('domain', 'protein,6-pyruvoyl', 'tetrahydropterin', 'synthase')",33.215923151164475
"('PFAM', 'IS66', 'Orf2', 'like')",33.21326576866056
"('SEC-C', 'Motif', 'Domain', 'Protein')",33.203012055474076
"('arrested', 'nascent', 'DNA', 'chain')",33.20259720618654
"('PFAM', 'binding-protein-dependent', 'transport', 'systems')",33.17931843673721
"('Cadherin-like', 'beta', 'sandwich', 'domain')",33.17350678969107
"('SNARE', 'associated', 'Golgi', 'protein')",33.171246120927265
"('UDP-glucose', 'GDP-mannose', 'dehydrogenase', 'family')",33.16913765492933
"('like', 'proteins,4Fe-4S', 'iron', 'sulfur')",33.16054571701271
"('dehydrogenase/acetyl-CoA', 'synthase', 'complex', 'beta')",33.15692269342267
